,Unnamed: 0,Hindi,English
1126,1126,"तुम मुझे यूँ भुला ना पाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 जब कभी भी सुनोगे गीत मेरे
 
 संग संग तुम भी गुनगुनाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हो तुम मुझे यूँ
 
 
 वो बहारें वो चांदनी रातें
 
 हमने की थी वो प्यार की बातें
 
 वो बहारें वो चांदनी रातें
 
 हमने की थी वो प्यार की बातें
 
 उन नज़रों की याद आएगी
 
 जब ख्यालों में मुझको लाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हो तुम मुझे यूँ
 
 
 मेरे हाथों में तेरा चेहरा था
 
 जैसे कोई गुलाब होता है
 
 मेरे हाथों में तेरा चेहरा था
 
 जैसे कोई गुलाब होता है
 
 और सहारा लिया था बाहों का
 
 वो शाम किस तरह भुलाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हो तुम मुझे यूँ
 
 मुझको देखे बिना क़रार न था
 
 एक ऐसा भी दौर गुजरा है
 
 मुझको देखे बिना क़रार न था
 
 एक ऐसा भी दौर गुजरा है
 
 झूठ मानो तो पूछ लो दिल से
 
 मैं कहूँगा तो रूठ जाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हो तुम मुझे यूँ
 
 
 lyrics of tum mujhe yun bhula na paoge in hindi sung by lata
 
 
 हूँ हूँ… जब कभी भी सुनोगे गीत मेरे
 
 संग संग तुम भी गुनगुनाओगे
 
 तुम मुझे यूँ
 
 
 तुम मुझे यूँ भुला ना पाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 जब कभी भी सुनोगे गीत मेरे
 
 संग संग तुम भी गुनगुनाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हाँ तुम मुझे यूँ
 
 
 बीती बातों का कुछ ख़याल करो
 
 कुछ तो बोलो कुछ हमसे बात करो
 
 बीती बातों का कुछ ख़याल करो
 
 कुछ तो बोलो कुछ हमसे बात करो
 
 राजएदिल मैं तुम्हे बता दूँगी
 
 मैं तुम्हारी हूँ मान जाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हाँ तुम मुझे यूँ
 
 
 मेरी खामोशियों को समझो तुम
 
 जिन्दगी याद में गुज़ारी है
 
 मेरी खामोशियों को समझो तुम
 
 जिन्दगी याद में गुज़ारी है
 
 मैं मिटी हूँ तुम्हारी चाहत मैं
 
 और कितना मुझे मिटाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हाँ तुम मुझे यूँ
 
 
 दिल ही दिल में तुम ही से प्यार किया
 
 अपने जीवन को भी निसार किया
 
 दिल ही दिल में तुम ही से प्यार किया
 
 अपने जीवन को भी निसार किया
 
 कौन तड़पा तुम्हारी राहों में
 
 जब ये सोचोगे जान जाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 जब कभी भी सुनोगे गीत मेरे
 
 संग संग तुम भी गुनगुनाओगे
 
 हाँ तुम मुझे यूँ भुला ना पाओगे
 
 हाँ तुम मुझे यूँ
 
 
 
 also see
 
 
 
 more evergreen songs","you won't be able to forget me like this
 
 yes you won't be able to forget me like this
 
 Whenever you will listen to my songs
 
 you will also sing along
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 those springs, those moonlit nights
 
 we talked about love
 
 those springs, those moonlit nights
 
 we talked about love
 
 I will miss those eyes
 
 When you think of me
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 I had your face in my hands
 
 like a rose
 
 I had your face in my hands
 
 like a rose
 
 and took support of my arms
 
 How will you forget that evening
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 there was no agreement without seeing me
 
 a similar period has passed
 
 there was no agreement without seeing me
 
 a similar period has passed
 
 If you believe a lie then ask your heart.
 
 If I tell you, you will get angry
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 lyrics of tum mujhe yun bhula na paoge in hindi sung by lata
 
 
 I am… whenever you listen to my song
 
 you will also sing along
 
 You to me like this
 
 
 you won't be able to forget me like this
 
 yes you won't be able to forget me like this
 
 Whenever you will listen to my songs
 
 you will also sing along
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 think about the past
 
 say something, talk to us
 
 think about the past
 
 say something, talk to us
 
 Rajadil I will tell you
 
 I am yours, you will agree
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 you understand my silences
 
 life is spent in memories
 
 you understand my silences
 
 life is spent in memories
 
 I have lost my love for you
 
 How much more will you destroy me?
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 I loved you in my heart
 
 wasted my life too
 
 I loved you in my heart
 
 wasted my life too
 
 Who is tormented in your path?
 
 When you think this you will know
 
 yes you won't be able to forget me like this
 
 Whenever you will listen to my songs
 
 you will also sing along
 
 yes you won't be able to forget me like this
 
 yes you like me
 
 
 
 also see
 
 
 
 more evergreen songs"
1127,1127,"आ रे ना
 
 दर्द आया तड़प आई
 
 अश्क आये याद आई
 
 फिर रुकते रुकते सांस भी आई
 
 
 सब आये बस तुम ना आये
 
 सब आये एक तुम ना आये
 
 सब आये बस तुम ना आये
 
 सब आये एक तुम ना आये
 
 
 तेरे बिना मेरा गम भी अधुरा है
 
 सब कुछ हो के भी कुछ नहीं पूरा है
 
 तेरे सिवा सब कुछ तो लिखा है
 
 
 
 जाने ये कैसा नसीब मेरा है
 
 तकलीफ ही मुझको रास आई
 
 तन्हाई भी अब मेरे पास आई
 
 
 ज़ख्म आये तड़प आई
 
 शाम आई रात आई
 
 फिर जगते जगते ख्वाब भी आये
 
 
 सब आये बस तुम ना आये
 
 सब आये एक तुम ना आये
 
 सब आये बस तुम ना आये
 
 सब आये एक तुम ना आये","come here
 
 pain came, agony came
 
 tears came and memories came
 
 Then I started breathing intermittently
 
 
 Everyone should come as long as you don't come.
 
 Everyone came, one of you did not come
 
 Everyone should come as long as you don't come.
 
 Everyone came, one of you did not come
 
 
 Even my sorrow is incomplete without you
 
 Despite having everything, nothing is complete
 
 Everything is written except you
 
 
 
 Don't know what kind of luck I have
 
 I liked the pain
 
 Loneliness also came to me now
 
 
 There were wounds and pain.
 
 evening came night came
 
 Then dreams came while being awake
 
 
 Everyone should come as long as you don't come.
 
 Everyone came, one of you did not come
 
 Everyone should come as long as you don't come.
 
 Everyone came, one of you did not come"
1128,1128,"आ…
 
 तुम पास आए यूँ मुस्काराए
 
 तुम पास आए यूँ मुस्काराए
 
 तुमने ना जाने क्या सपने दिखाए","Come…
 
 you came closer and smiled like this
 
 you came closer and smiled like this
 
 I don't know what dreams you saw"
1129,1129,"तेरे नाम से ही रोशन मेरा है जहां
 
 तेरे साथ से ही रातें मेरी हैं सुबह
 
 ओ मम
 
 होंगे जुदा ना हम तुम से तुम से
 
 और कहें क्या हम तुम से तुम से
 
 
 तेरे नाम से ही रोशन मेरा है जहां
 
 तेरे साथ से ही रातें मेरी हैं सुबह
 
 होंगे जुदा ना हम तुम से तुम से
 
 
 
 और कहें क्या हम
 
 तुम दास्तां कोई तू है कोई एक नज़्म सा
 
 सुनता रहूँ तुझे मैं अब शामओसुबह
 
 दिल का सुकून तू ही मरहम हर मर्ज़ का
 
 तुझ बिन कटे नहीं एक पल भी अब मेरा
 
 
 तेरे नाम से ही रोशन मेरा है जहां
 
 तेरे साथ से ही रातें मेरी हैं सुबह
 
 होंगे जुदा ना हम तुम से तुम से
 
 और कहें क्या हम तुम से तुम से
 
 
 मेरा सफ़र है तू तू मेरा कारवां
 
 अब हर मंजिल तू ही तू ही है रास्ता
 
 ऐसा हुआ असर ये तेरे इश्क का
 
 दस्तक तेरी सुने तो धडके दिल मेरा
 
 
 तेरे नाम से ही रोशन मेरा है जहां
 
 तेरे साथ से ही रातें मेरी हैं सुबह
 
 होंगे जुदा ना हम तुम से तुम से
 
 और कहें क्या हम तुम से तुम से
 
 होंगे जुदा ना हम तुम से तुम से
 
 और कहें क्या हम तुम से तुम से","It is only in your name that my light shines.
 
 My nights and mornings are with you
 
 oh mmm
 
 We will not be separated from you, from you
 
 And what can we say to you
 
 
 It is only in your name that my light shines.
 
 My nights and mornings are with you
 
 We will not be separated from you, from you
 
 
 
 And what can we say?
 
 You are a story, you are a poem, someone is a poem
 
 I will keep listening to you every morning and evening
 
 Peace of heart, you are the balm for every disease
 
 I can't spend even a moment without you
 
 
 It is only in your name that my light shines.
 
 My nights and mornings are with you
 
 We will not be separated from you, from you
 
 And what can we say to you
 
 
 You are my journey, you are my caravan
 
 Now every destination is you, you are the way.
 
 This is the effect of your love.
 
 When I hear your knock, my heart beats.
 
 
 It is only in your name that my light shines.
 
 My nights and mornings are with you
 
 We will not be separated from you, from you
 
 And what can we say to you
 
 We will not be separated from you, from you
 
 And what can we say to you"
1130,1130,"ना कोई मौसम तुमसे अच्छा
 
 ओ ना कोई मंज़र तुमसे अच्छा
 
 हाँ रहना है संग रे
 
 तुम जो मिले तुम जो मिले
 
 तू लगी ज़िन्दगी ये नयी नयी
 
 अब ना तुम बिन जी पाउँगा
 
 
 तुम तोड़ो ना दिल मेरा
 
 नहीं जीना यूँ तेरे बिन 
 
 
 तुम तोड़ो ना मेरा दिल
 
 नहीं जीना यूँ तेरे बिन 
 
 
 तुम तोड़ो ना दिल मेरा
 
 नहीं जीना यूँ तेरे बिन 
 
 
 ओ तुम बिन मैं देखूं तो
 
 क्या से क्या हो बैठा
 
 तुम को जो खोया तो खुदको भी खो बैठा
 
 मुझको तू ढूंढे तो खुदको मैं पा लूंगा
 
 मैं तेरे बदले में जन्नत भी ना लूंगा
 
 तुम तोड़ो ना दिल मेरा
 
 
 ओ ओ ओ…
 
 
 सपनों के बिन आँखों की जैसे क़ीमत कोई ना
 
 वैसे हूँ मैं तेरे बिन मेरी चाहत कोई ना
 
 दर्दों का एक गहना है
 
 सांसें जिसको कहता हूँ
 
 तेरी सूरत मरहम है
 
 दूजी राहत कोई ना
 
 
 चंदा कैसे हासिल होगा ये बता
 
 फूलों का क़िस्सा से क्या है वास्ता
 
 तू ना देखना ख्वाब रेशम के
 
 तेरे ना आंसू हैं ग़म के
 
 
 तुम तोड़ो ना दिल मेरा
 
 नहीं जीना यूँ तेरे बिन 
 
 
 ओ तुम तोड़ो ना दिल मेरा
 
 नहीं जीना यूँ तेरे बिन
 
 नहीं जीना तेरे बिना
 
 बिन तेरे बैमानी है मेरी ज़िन्दगानी
 
 ना तोड़ो दिल मेरा","no weather is better than you
 
 Oh no, there is no better scene than you
 
 yes I want to stay with you
 
 whoever you meet whoever you meet
 
 You thought this life was new
 
 Now I can't live without you
 
 
 you don't break my heart
 
 I can't live like this without you
 
 
 you don't break my heart
 
 I can't live like this without you
 
 
 you don't break my heart
 
 I can't live like this without you
 
 
 oh if i see without you
 
 what happened from what?
 
 If I lose you, I lose myself too
 
 If you look for me I will find myself
 
 I won't even take heaven for you
 
 you don't break my heart
 
 
 o o o o…
 
 
 Eyes without dreams have no value
 
 That's how I am, without you I have no desire.
 
 a jewel of pain
 
 what I call breaths
 
 your face is a balm
 
 no second relief
 
 
 Tell me how the donations will be received
 
 What does the story of flowers have to do with it?
 
 Don't dream of silk
 
 Your tears are not of sorrow.
 
 
 you don't break my heart
 
 I can't live like this without you
 
 
 oh you don't break my heart
 
 I can't live like this without you
 
 can't live without you
 
 My life is meaningless without you
 
 don't break my heart"
1131,1131,"तुम नज़र में रहो
 
 ख़बर किसी को ना हो
 
 आँखें बोलें
 
 हो लब पे ख़ामोशी
 
 आँखें बोलें
 
 हो लब पे ख़ामोशी
 
 तुम चलो जिस डगर
 
 वो मेरी राहगुज़र
 
 आँखें बोलें
 
 हो लब पे ख़ामोशी
 
 आँखें बोलें
 
 हो लब पे ख़ामोशी
 
 
 दूरियाँ कम कर दे
 
 प्यार का अम्बर दे
 
 ज़ुल्फ़ों का वो आसमन
 
 बस आँखों पे मेरी हो तमाम
 
 सुबह सुबह ये बात हो
 
 नज़र मिले ज़रा ज़रा रात हो
 
 खुले मौसम
 
 
 तुम नज़र में रहो
 
 ख़बर किसी को ना हो
 
 आँखें बोलें
 
 हो लब पे ख़ामोशी
 
 आँखें बोलें
 
 हो लब पे ख़ामोशी","you stay in sight
 
 no one should know
 
 eyes speak
 
 silence on the lips
 
 eyes speak
 
 silence on the lips
 
 whichever path you follow
 
 she is my companion
 
 eyes speak
 
 silence on the lips
 
 eyes speak
 
 silence on the lips
 
 
 reduce the distance
 
 give me the amber of love
 
 that sky of curls
 
 It's all mine in my eyes
 
 This should happen in the morning
 
 let's see if it's night
 
 open season
 
 
 you stay in sight
 
 no one should know
 
 eyes speak
 
 silence on the lips
 
 eyes speak
 
 silence on the lips"
1132,1132,"तुम्हें अपना बनाने की कसम खाई है खाई है
 
 तुम्हें अपना बनाने की कसम खाई है खाई है
 
 तेरी आँखों में चाहत ही नज़र आई है आई है
 
 तुम्हें अपना बनाने की कसम खाई है
 
 खाई है
 
 
 मुहब्बत क्या है मैं सबको बता दूँगी
 
 मुहब्बत क्या है मैं सबको बता दूँगी
 
 ज़माने को तेरे आगे झुका दूँगी
 
 तेरी उल्फ़त मेरी जाना वो रंग लाई है लाई है
 
 तेरी उल्फ़त मेरी जाना वो रंग लाई है लाई है
 
 
 तुम्हें अपना बनाने की कसम खाई है
 
 खाई है
 
 
 तेरे होंठों से मैं शबनम चुराऊँगा
 
 तेरे होंठों से मैं शबनम चुराऊँगा
 
 तेरे आँचल तले जीवन बिताऊँगा
 
 मेरी नसनस में तू बन के लहू समाई है समाई है
 
 मेरी नसनस में तू बन के लहू समाई है समाई है
 
 
 तुम्हें अपना बनाने की कसम खाई है
 
 खाई है
 
 
 तेरी बाहों में है दोनों जहां मेरे
 
 तेरी बाहों में है दोनों जहां मेरे
 
 मैं कुछ भी तो नहीं दिलबर सिवाa0तेरे
 
 तुझे पा के ज़माने की ख़ुशी पाई है पाई है
 
 तुझे पा के ज़माने की ख़ुशी पाई है पाई है
 
 तुम्हें अपना बनाने की कसम खाई है
 
 खाई है","I have sworn to make you mine
 
 I have sworn to make you mine
 
 Only desire is visible in your eyes.
 
 swore to make you mine
 
 Have eaten
 
 
 I will tell everyone what love is.
 
 I will tell everyone what love is.
 
 I will surrender the world to you
 
 Your joke, my love has brought that color.
 
 Your joke, my love has brought that color.
 
 
 swore to make you mine
 
 Have eaten
 
 
 I will steal the dew from your lips
 
 I will steal the dew from your lips
 
 I will spend my life under your care
 
 My veins are filled with blood as you are.
 
 My veins are filled with blood as you are.
 
 
 swore to make you mine
 
 Have eaten
 
 
 In your arms both are where I am
 
 In your arms both are where I am
 
 I don't love anything except you
 
 I have got the happiness of the world after finding you.
 
 I have got the happiness of the world after finding you.
 
 swore to make you mine
 
 Have eaten"
1133,1133,"यारा तेरे सदके इश्क़ सिखा
 
 मैं तो आयी जग तज के इश्क़ सिखा
 
 मैं तो यारा तेरे सदके इश्क़ सिखा
 
 मैं तो आयी जग तज के इश्क़ सिखा
 
 जब यार करे परवाह मेरी
 
 मुझे क्या परवाह इस दुनिया कि
 
 जग मुझपे लगाए पाबंदी
 
 मैं हूँ ही नहीं इस दुनिया कि
 
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 every time every minute all the day
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 दिल कि तख्ती पर हूँ लिखती
 
 इश्क़ा… इश्क़ा
 
 जग क्या जाने दिल को मेरे
 
 इश्क़ा… किसका 
 
 
 लग यार गले ले सार मेरी
 
 मुझे क्या परवाह इस दुनिया कि
 
 तू जीत मेरी जग हार मेरी
 
 मैं हूँ ही नहीं इस दुनिया कि
 
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 every time every minute all the day
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 बन के चाहत
 
 नज़रों से ख़त लिखना लिखना
 
 तू है जैसा
 
 मुझको वैसा दिखना दिखना
 
 
 बे सबक़ सुरोरों का साक़ी
 
 मुझे क्या परवाह इस दुनिया कि
 
 तू पास मेरे जग पास मेरे
 
 मैं हूँ ही नहीं इस दुनिया कि
 
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 
 every time every minute all the day
 
 तुम्हीं हो बंधु सखा तुम्हीं
 
 तुम्हीं दिन चढ़े तुम्हीं दिन ढले
 
 तुम्हीं हो बंधु सखा तुम्हीं","Friend, teach me your love
 
 I came to the world to teach love
 
 I am your friend and will teach you love.
 
 I came to the world to teach love
 
 When my friend cares for me
 
 What do I care about this world
 
 The world has banned me
 
 I am not of this world
 
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 every time every minute all the day
 
 You are my friend, you are my friend
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 I write on the board of my heart
 
 love… love
 
 What does the world know about my heart?
 
 love…whose
 
 
 hug me dear friend
 
 What do I care about this world
 
 you win my world and lose me
 
 I am not of this world
 
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 every time every minute all the day
 
 You are my friend, you are my friend
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 want to become
 
 write a letter with eyes write
 
 you are like
 
 make me look like that
 
 
 the bearer of unheard noises
 
 What do I care about this world
 
 You are near me, the world is near me
 
 I am not of this world
 
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend
 
 
 every time every minute all the day
 
 You are my friend, you are my friend
 
 You are the day, you are the day, you are the day, the day is falling.
 
 You are my friend, you are my friend"
1134,1134,"तुमने मुझे देखा हो कर मेहरबां
 
 रुक गई ये ज़मीं थम गया आसमां
 
 जानएमन जानएजाँ
 
 तुमने मुझे देखा","please see me
 
 This earth has stopped, the sky has stopped
 
 Jaanemen jaanejaane
 
 you saw me"
1135,1135,"तुम से मिल के ऐसा लगा तुम से मिल के
 
 अरमां हुये पुरे दिल के 
 
 ऐ मेरी जानएवफ़ा
 
 तेरी मेरी मेरी तेरी एक जान है
 
 साथ तेरे रहेंगे सदा तुम से ना होंगे जुदा
 
 
 तुम से मिल के ऐसा लगा तुम से मिल के
 
 अरमां हुये पुरे दिल के
 
 
 मेरे सनम तेरी कसम छोड़ेंगे अब ना ये हाथ
 
 ये जिन्दगी गुजरेगी अब हमदम तुम्हारे ही साथ
 
 अपना ये वादा रहा तुम से ना होंगे जुदा
 
 
 तुम से मिल के ऐसा लगा तुम से मिल के
 
 अरमां हुये पुरे दिल के
 
 ऐ मेरी जानएवफ़ा
 
 तेरी मेरी मेरी तेरी एक जान है
 
 साथ तेरे रहेंगे सदा तुम से ना होंगे जुदा 
 
 
 मैंने किया है रातदिन
 
 बस तेरा ही इंतज़ार
 
 तेरे बिना आता नहीं
 
 एक पल मुझे अब करार
 
 हमदम मेरा मिल गया
 
 हम तुम ना होंगे जुदा
 
 हमदम मेरा मिल गया
 
 अब हम ना होंगे जुदा
 
 
 तुम से मिल केa0तुम से मिल के
 
 ऐसा लगा तुम से मिल के
 
 ला ला लाa0ला ला ला","This is the way I felt when I met you
 
 desires with all my heart
 
 oh my love
 
 yours is mine mine is your one life
 
 I will always be with you and will never be separated from you.
 
 
 This is the way I felt when I met you
 
 desires with all my heart
 
 
 I swear to you, my love, that these hands will not leave me now.
 
 Now this life will pass with you only.
 
 This is my promise that I will never be separated from you.
 
 
 This is the way I felt when I met you
 
 desires with all my heart
 
 oh my love
 
 yours is mine mine is your one life
 
 I will always be with you and will never be separated from you.
 
 
 I have done it day and night
 
 just waiting for you
 
 can't come without you
 
 give me a moment now
 
 I definitely found mine
 
 You and I will not be separated
 
 I definitely found mine
 
 Now we will not be separated
 
 
 to meet youa0to meet you
 
 it felt like meeting you
 
 la la laa0la la la"
1136,1136,"तुमसे मिलने की तम्मना है
 
 प्यार का इरादा है
 
 और एक वादा है जानम
 
 तुमसे मिलने की तम्मना है
 
 प्यार का इरादा है
 
 और एक वादा है जानम
 
 जो कभी हम मिले
 
 तो ज़माना देखेगा अपना प्यार
 
 ओ मेरे यार
 
 तुमसे मिलने की तम्मना है
 
 प्यार का इरादा है
 
 और एक वादा है जानम
 
 जो कभी हम मिले
 
 तो ज़माना देखेगा अपना प्यार
 
 ओ मेरे यार ओ मेरे यार
 
 
 मैं शायर नहीं दीवाना नहीं
 
 मैं आशिक़ नहीं परवाना नहीं
 
 मैं शायर नहीं दीवाना नहीं
 
 मैं आशिक़ नहीं परवाना नहीं
 
 मिली जबसे नज़र तब से जाने ज़िगर
 
 मिली जबसे नज़र तब से जाने ज़िगर
 
 मैं हो गया दीवाना मैं हो गया दीवाना
 
 अब जाने क्या होगा जाने जाना
 
 तुमसे मिलने की तम्मना
 
 
 क्या पता फिर कहाँ कब मुलाकात हो
 
 वो हसीना से फिर दिल की बात हो
 
 क्या पता फिर कहाँ कब मुलाकात हो
 
 वो हसीना से फिर दिल की बात हो
 
 उसके जैसी हंसी मैंने देखी नहीं
 
 उसके जैसी हंसी मैंने देखी नहीं
 
 रोकेगा क्या ज़माना मैंने दिल में है ठाना
 
 मुझको उसे है अभी अपना बनाना
 
 
 तुमसे मिलने की तम्मना है
 
 प्यार का इरादा है
 
 और एक वादा है जानम
 
 जो कभी हम मिले
 
 तो ज़माना देखेगा अपना प्यार
 
 ओ मेरे यार
 
 तुमसे मिलने की तम्मना है","wish to meet you
 
 love is intended
 
 And there's a promise darling
 
 wish to meet you
 
 love is intended
 
 And there's a promise darling
 
 whenever we met
 
 Then the world will see its love
 
 oh my friend
 
 wish to meet you
 
 love is intended
 
 And there's a promise darling
 
 whenever we met
 
 Then the world will see its love
 
 oh my friend oh my friend
 
 
 I am not a poet, not a crazy person
 
 I am not a lover, not a license
 
 I am not a poet, not a crazy person
 
 I am not a lover, not a license
 
 I have known my heart ever since I met you
 
 I have known my heart ever since I met you
 
 I've gone crazy I've gone crazy
 
 Now let's know what will happen let's know
 
 wish to meet you
 
 
 Who knows where and when we will meet again?
 
 Let it be a heart-to-heart conversation with that beauty again.
 
 Who knows where and when we will meet again?
 
 Let it be a heart-to-heart conversation with that beauty again.
 
 I have never seen a laugh like hers
 
 I have never seen a laugh like hers
 
 Will the world stop me? I have made up my mind in my heart.
 
 I have to make her mine now
 
 
 wish to meet you
 
 love is intended
 
 And there's a promise darling
 
 whenever we met
 
 Then the world will see its love
 
 oh my friend
 
 wish to meet you"
1137,1137,"ओ सोना… ओ सोना…टंग टंग टंग
 
 तूने मारी एंट्रियां रे
 
 दिल में बजी घंटियाँ रे टंग टंग टंग
 
 
 तूने मारी एंट्रियां रे
 
 दिल में बजी घंटियाँ रे टंग टंग टंग
 
 
 दिल की सुन कमेंट्रियां रे
 
 प्यार की गारंटीयाँ रे टंग टंग टंग
 
 
 अरे ताड़ा ताड़ी करना ना अब नहीं सुधारना
 
 फूटने लगा है अरे चाहतों का झरना
 
 
 दिल की ना मरम्मतें हों
 
 ना कोई वारंटीयाँ रे टंग टंग टंग
 
 तूने मारी एंट्रियां रे
 
 दिल में बजी घंटियाँ रे टंग टंग टंग
 
 
 सीटी वीटी आँखें वांखें ना यूं मारो
 
 फैंको ना चाहत के दाने
 
 हाँ मजनूराँझे सारे झूठे हैं यहाँ पे
 
 झूठे हैं दिल के फसाने
 
 
 हो चाहे तो ले ले तू
 
 वफा की आज कसमेंवसमें
 
 हो ना हूँ मैं ना है दिल
 
 ज़रा भी देख अपने बस में बस में
 
 
 पीछे मेरी आशिक़ों
 
 पीछे मेरी आशिक़ों की
 
 पूरी पूरी कंट्रीयाँ रे टंग टंग टंग
 
 हो मैंने मारी एंट्रियां रे
 
 दिल में बाजे घंटियाँ रे टंग
 
 टंग टंग टंग …
 
 
 हाँ मीठी मीठी बातें करके आना चाहे
 
 भीड़ से नज़दीक प्यारे
 
 हाँ भोले पंछी तू
 
 ना समझे के मैं क्या हूँ
 
 शोलों को समझे तू तारे
 
 
 हो जो भी है जैसी है
 
 मेरी है जान मैंने माना
 
 हो जो भी हो जैसे हो
 
 मैंने है यार तुझको पाना
 
 
 सेंटी हो के बातें भी अरे सेंटी हो के बातें भी
 
 तू कर रहा है सेंटियाँ रे टंग
 
 टंग टंग टंग …
 
 
 हाँ मैंने मारी एंट्रियां रे…
 
 दिल में बाजे घंटियाँ रे टंग टंग टंग
 
 
 अरे ताड़ा ताड़ी करना
 
 ना अब नहीं सुधरना
 
 फूटने लगा है अरे चाहतों का झरना
 
 
 दिल की ना मरम्मतें हों
 
 ना कोई वारंटीयाँ रे टंग टंग टंग
 
 हो हो तूने मारी एंट्रियां रे
 
 दिल में बजी घंटियाँ रे टंग","Oh gold… oh gold… tang tang tang
 
 you made entries
 
 The bells ring in the heart, re tang tang tang
 
 
 you made entries
 
 The bells ring in the heart, re tang tang tang
 
 
 listen to your heart comments re
 
 Guarantees of love Ray Tongue Tongue
 
 
 Hey, why don't you keep correcting yourself now?
 
 Hey the fountain of desires has started bursting
 
 
 no repairs to the heart
 
 No Warranties Rate Tongue Tongue
 
 you made entries
 
 The bells ring in the heart, re tang tang tang
 
 
 Whistle whistle, don't kill your eyes like this
 
 Don't throw grains of love
 
 Yes Majnuranje, all are liars here.
 
 The trappers of the heart are liars
 
 
 If you want, you can take it
 
 today's oath of allegiance
 
 I am not there, I am not there, heart.
 
 Just take a look in your bus, in the bus
 
 
 behind my lovers
 
 behind my lovers
 
 Whole whole countries ray tongue tongue tongue
 
 Yes, I entered it.
 
 The bells ringing in the heart
 
 Tongue Tongue Tongue…
 
 
 yes, I want to talk sweetly and come
 
 close to the crowd dear
 
 yes you innocent bird
 
 Don't understand what I am
 
 consider the stars as stars
 
 
 whatever it is, it is as it is
 
 It's my life, I agree
 
 whatever it is, however it is
 
 I have to get you my friend
 
 
 Even the things that are senti ho are also the things that are senti ho.
 
 you are making centi re tongue
 
 Tongue Tongue Tongue…
 
 
 Yes, I entered...
 
 The bells ringing in the heart, re tang tang tang
 
 
 hey taadi taadi
 
 no no better now
 
 Hey the fountain of desires has started bursting
 
 
 no repairs to the heart
 
 No Warranties Rate Tongue Tongue
 
 Yes, you made entries.
 
 The bells ringing in the heart"
